tenure_years,product_count,has_direct_deposit,login_freq_90d,avg_balance_trend,nsf_count_6m,complaints_6m,cd_maturing_90d,debit_swipe_delta,churn
3.72,4,0,26,711.82,0,0,0,14.2,0
3.18,1,1,19,-970.22,2,1,0,10.25,0
6.32,4,1,18,-283.93,0,1,0,29.69,0
4.73,4,0,22,11.81,0,0,1,10.58,0
0.39,5,0,23,-439.64,0,0,0,9.02,0
4.31,2,0,23,-411.26,0,0,0,12.77,0
9.85,3,0,17,237.46,3,0,0,13.82,0
3.69,3,0,19,790.69,1,1,0,21.82,0
0.32,1,0,18,-1015.91,0,0,0,-12.29,0
9.26,3,1,10,-85.24,0,0,0,-5.89,0
1.35,1,1,19,231.64,1,0,0,26.03,0
1.8,2,0,17,390.11,0,0,0,-29.38,0
1.08,1,0,17,159.56,1,0,1,-1.27,0
2.4,1,1,22,880.7,0,0,0,2.24,0
8.48,2,1,15,14.45,0,0,0,-2.65,0
4.4,2,1,23,656.0,4,0,1,23.71,0
1.38,3,1,20,-323.18,0,0,1,7.14,0
12.61,1,0,24,28.99,0,0,0,-5.81,0
12.7,2,1,17,-606.36,2,0,0,-9.52,0
12.27,1,0,18,450.43,2,1,1,4.23,1
1.64,3,1,16,-60.22,5,2,0,17.49,0
3.6,3,1,21,178.91,0,0,0,2.08,0
25.19,3,1,23,-156.68,0,3,0,-2.02,0
8.87,3,0,23,293.21,0,0,0,-10.43,0
0.17,2,0,20,198.72,0,0,0,5.61,0
0.4,3,0,19,-497.33,1,0,0,4.78,0
3.74,2,1,16,-468.38,0,0,1,-10.86,0
14.4,2,1,18,-13.88,0,0,0,15.4,0
4.64,3,1,16,329.79,2,1,0,25.59,0
4.13,1,1,16,931.45,3,0,0,0.73,0
0.67,3,0,22,151.5,0,0,0,4.53,0
6.42,3,0,19,503.77,0,0,0,-16.57,0
10.36,2,0,16,-806.43,2,0,0,11.06,0
2.87,1,1,14,1006.48,0,1,0,6.96,0
8.97,1,1,12,302.84,1,0,0,-4.89,0
20.03,5,1,19,-24.8,2,0,1,-11.15,0
1.37,3,1,14,-82.35,0,0,0,27.71,0
4.45,1,0,22,-553.6,0,0,0,5.74,0
2.03,2,0,22,-410.64,0,0,1,-13.77,1
9.45,3,1,21,955.22,1,0,0,12.83,0
5.17,4,1,17,-494.5,0,0,0,3.44,0
6.04,1,0,24,-504.13,1,3,0,0.88,1
9.59,1,0,16,-351.11,2,0,0,14.68,0
3.02,4,0,27,-599.09,0,0,0,-39.19,1
14.8,1,1,15,7.65,4,0,0,-27.11,0
4.57,1,1,15,544.46,0,0,0,20.69,0
1.03,5,0,17,-305.25,2,0,1,-1.93,0
7.14,3,0,17,-686.66,0,0,0,-6.4,0
9.46,2,1,26,145.93,0,0,0,-20.07,0
2.29,1,0,12,-27.89,0,1,0,2.91,0
11.68,1,0,22,501.36,0,0,0,4.76,0
14.2,1,1,17,-227.25,0,0,0,21.61,0
1.95,4,1,19,-130.08,2,2,0,5.59,0
24.63,2,1,15,-74.77,0,0,0,-4.54,0
0.91,3,1,19,44.5,4,0,0,6.09,0
1.35,4,0,15,-196.28,0,0,0,16.64,0
1.22,2,1,20,-277.32,0,3,0,13.37,0
13.47,1,0,25,-925.19,0,0,0,9.32,0
6.37,2,0,25,-282.69,5,0,0,4.12,0
0.99,4,1,16,357.61,0,0,1,-8.72,0
3.48,4,1,15,425.12,0,0,1,-15.49,0
5.73,1,0,12,-235.56,3,1,1,-17.87,1
0.52,3,0,23,649.74,0,0,1,5.91,1
12.84,3,0,21,-14.35,1,0,0,7.47,1
9.77,4,1,27,-668.92,0,0,0,16.41,0
4.22,1,1,17,-826.19,0,0,0,8.43,0
20.49,2,0,25,609.13,0,0,0,15.76,0
3.25,4,0,21,-186.5,3,0,0,-1.96,0
24.85,2,1,14,-607.03,2,0,0,11.56,0
6.61,2,0,19,-1129.64,0,2,0,-15.02,0
6.04,1,1,20,-197.86,0,0,0,-0.9,0
1.09,2,0,24,202.38,0,0,0,-27.47,0
12.82,2,0,17,-348.85,0,0,1,0.47,0
3.35,5,1,19,-526.62,0,0,0,18.37,0
1.06,2,0,26,-274.69,0,0,1,1.05,0
0.1,2,1,18,621.6,0,0,0,10.83,0
4.92,3,1,10,-696.49,0,3,0,4.1,1
4.5,1,1,25,-320.85,1,1,0,-8.56,1
7.62,2,1,18,605.38,2,0,0,-2.8,0
13.26,3,1,19,247.09,0,0,1,17.7,0
0.5,4,0,15,89.56,1,3,0,10.75,0
7.89,3,0,13,-324.22,0,0,0,-9.26,0
1.25,3,1,14,15.25,0,0,0,-20.81,0
11.72,1,0,15,-268.91,1,0,0,3.1,0
10.26,5,0,14,-429.69,1,1,1,-8.73,1
4.67,1,0,11,-540.03,0,0,0,-2.66,1
7.43,3,0,18,392.05,0,1,0,-21.82,0
2.26,2,1,20,-30.2,3,1,0,15.61,0
3.82,5,1,20,157.26,0,0,0,-1.45,0
10.34,3,0,13,75.84,0,1,0,0.82,0
3.69,3,1,16,220.46,1,1,0,-12.49,0
2.66,1,1,18,-127.36,0,0,0,-4.16,0
4.09,2,1,16,-240.83,0,0,0,1.84,0
10.57,3,1,15,-407.64,3,0,0,-9.2,0
2.45,3,1,18,-706.98,0,0,0,-3.24,0
1.15,1,1,16,-561.02,0,0,0,20.79,0
7.47,5,1,14,-182.71,0,0,0,-26.25,0
10.49,4,0,17,-801.52,0,2,0,2.77,0
0.64,2,0,19,-691.14,0,3,0,-11.78,1
1.65,4,1,14,521.07,0,0,0,20.05,0
0.92,2,1,23,112.09,0,0,0,-2.71,0
2.57,2,1,23,-225.92,0,0,0,-15.71,0
3.59,2,1,23,1135.79,0,0,0,-3.23,0
8.29,3,1,16,-824.12,0,0,0,5.24,0
6.32,3,1,22,487.81,0,0,0,41.63,0
5.82,2,0,31,-55.73,0,0,0,-31.65,0
2.61,3,1,10,392.52,0,0,0,-17.99,0
11.05,3,1,17,54.48,0,1,0,19.58,0
3.82,3,1,19,-936.12,1,0,1,-22.63,0
23.21,1,0,17,47.73,1,0,1,0.14,0
6.03,4,0,10,167.78,0,0,0,-7.25,0
0.81,2,0,17,-1095.99,0,0,0,-9.61,1
6.77,2,0,20,972.02,0,0,0,-2.58,0
2.36,1,1,14,155.6,0,0,0,-4.99,0
6.96,2,1,13,335.99,0,0,0,15.86,0
0.43,4,0,19,-582.76,0,0,1,19.92,0
1.15,2,1,30,345.31,0,0,0,6.39,0
11.62,3,0,15,544.75,4,0,0,-3.54,0
1.55,1,0,22,126.78,1,0,0,3.88,0
10.89,2,0,26,-4.69,2,0,0,12.08,0
1.96,5,1,14,-446.79,0,0,0,15.03,0
6.18,3,0,17,-108.1,0,0,1,5.55,0
7.11,1,1,17,-256.01,0,0,0,22.91,0
4.31,2,1,10,286.0,3,1,0,-9.25,0
2.19,1,1,20,-424.94,0,1,0,17.1,0
1.43,2,0,29,282.33,0,0,1,10.57,0
0.2,3,1,19,-419.49,0,0,0,-9.15,1
2.17,3,1,22,-131.18,1,0,0,3.49,0
6.35,1,1,19,308.02,0,1,0,4.52,1
16.71,5,0,17,-351.9,0,0,0,-2.13,0
12.3,3,0,17,325.27,5,0,1,-2.29,1
8.72,2,0,11,276.5,0,0,0,-22.87,0
9.32,2,1,13,-135.48,0,0,0,-10.34,0
6.56,3,1,18,580.89,0,0,0,-3.58,0
1.81,3,0,19,38.89,1,2,0,-8.59,1
14.26,2,1,20,551.14,0,0,0,-12.83,0
6.67,2,0,16,896.73,0,0,0,15.92,0
4.93,1,0,21,-120.65,1,1,0,-1.56,0
0.71,4,1,27,322.48,0,0,0,32.5,0
3.55,2,1,22,-318.78,2,0,0,3.34,0
3.7,1,0,18,-516.41,0,0,0,15.6,0
12.0,3,1,23,-97.73,0,0,1,-3.12,0
4.75,5,1,16,-681.3,0,0,0,-9.93,0
2.87,5,0,17,-468.8,1,0,0,3.94,1
22.58,2,1,16,295.72,1,0,0,19.43,0
0.7,1,0,23,-256.82,0,0,1,-1.34,1
3.29,2,1,18,355.26,0,0,0,6.7,1
0.26,1,0,18,149.71,3,0,0,3.86,1
8.08,5,1,11,925.58,0,0,0,-1.47,0
15.01,1,1,17,262.17,0,0,0,-0.7,0
1.97,2,0,23,557.11,5,0,1,-14.98,0
11.73,2,0,17,200.94,1,0,1,-0.17,0
2.07,2,1,23,155.7,0,0,0,9.8,0
14.5,3,1,16,582.37,3,0,0,4.44,0
8.41,2,0,25,334.4,0,0,0,2.76,0
9.81,1,1,17,105.03,0,0,1,10.88,0
0.11,2,0,17,102.83,1,0,0,2.92,0
19.75,2,0,18,269.11,0,0,0,0.21,0
7.78,1,0,19,-335.69,2,3,0,11.03,1
2.18,3,1,17,-356.9,2,0,0,2.05,0
10.61,3,1,22,712.7,0,0,1,-3.55,0
1.98,3,0,23,932.21,2,0,0,7.02,1
12.37,5,1,12,-464.44,0,1,0,-0.53,0
0.72,4,1,24,-334.5,0,0,0,-4.22,0
7.3,5,1,16,571.26,3,0,0,2.33,0
4.67,1,1,9,266.76,2,0,1,2.51,0
0.61,1,1,14,338.21,0,0,0,-16.55,1
1.66,2,1,10,448.3,0,0,0,5.0,0
0.1,4,0,19,-120.37,0,0,0,27.7,0
3.8,5,1,16,164.98,0,0,0,-14.69,0
2.15,4,1,13,126.1,0,0,0,-7.54,0
5.47,1,1,15,-429.25,0,0,1,41.7,0
2.12,5,0,21,157.55,0,0,0,-12.33,0
2.14,2,1,14,618.86,2,0,0,19.3,0
8.16,1,0,24,-167.07,0,0,0,-3.43,0
0.3,2,0,20,76.28,0,1,0,0.9,0
13.99,1,1,10,103.35,3,0,0,-1.97,0
11.47,2,1,19,-142.33,0,0,0,6.39,0
6.61,2,1,23,338.45,1,0,0,-23.7,0
5.4,2,0,16,-340.03,0,0,1,2.79,0
13.37,3,0,17,666.32,0,0,1,-6.05,0
1.23,4,0,15,313.1,0,1,0,-27.95,0
0.49,3,1,18,-468.38,0,0,1,16.81,0
1.64,2,0,15,849.0,0,0,0,-31.61,0
9.5,4,1,18,84.05,0,0,0,32.23,0
0.21,4,1,23,-361.47,0,0,0,9.25,0
5.25,1,0,16,552.28,0,0,0,-20.41,0
32.34,2,0,20,247.34,0,0,1,20.07,0
11.62,2,1,15,-885.98,5,0,0,-11.26,0
4.42,1,1,24,-262.83,2,0,0,-10.57,0
0.39,3,1,17,139.55,2,0,0,-27.01,0
10.68,4,1,22,-1079.78,1,1,0,-12.96,0
5.48,1,1,18,42.54,0,0,0,-11.19,0
0.73,4,0,19,78.99,0,0,0,12.27,0
0.59,4,0,17,-591.75,1,0,0,17.51,0
14.42,4,0,12,135.32,0,0,1,-18.61,0
6.64,2,0,22,3.73,0,0,0,4.06,0
10.61,4,1,23,-595.65,0,0,1,-27.6,0
12.67,2,0,28,459.78,0,0,0,4.12,0
5.09,3,0,21,418.93,0,0,0,32.43,0
4.37,1,1,27,-144.87,5,0,0,-26.7,1
3.38,1,0,18,-99.29,1,0,0,-15.22,0
2.29,3,1,16,363.13,0,0,0,10.91,0
3.42,2,0,17,-100.33,0,3,1,12.68,1
8.92,2,0,15,-965.45,0,0,0,-14.12,1
5.53,1,1,23,243.47,0,1,0,22.1,0
13.38,3,0,15,-406.63,2,0,0,-12.23,0
3.52,1,1,17,-194.92,0,0,1,25.1,1
5.61,4,0,24,728.94,1,0,1,7.03,0
5.99,1,1,15,-66.99,0,0,0,19.07,0
5.37,1,1,18,0.87,0,0,0,5.56,0
7.28,2,1,23,254.83,1,1,0,9.85,0
1.63,2,0,16,252.67,1,0,0,10.65,0
4.31,2,1,18,-459.6,1,0,1,17.17,0
0.66,2,0,16,-30.15,4,0,1,-0.49,1
2.91,5,1,20,18.08,1,0,0,-13.5,0
4.01,3,0,13,136.01,1,0,0,-1.18,0
6.34,1,0,19,144.61,2,0,0,-10.01,0
18.04,2,1,16,1293.72,0,0,0,-9.03,0
5.51,4,1,24,-587.93,0,0,0,24.82,0
8.17,2,0,13,490.05,0,0,0,9.34,0
4.23,1,0,20,591.69,0,3,0,8.65,0
6.03,3,0,18,246.39,2,0,0,16.09,0
0.44,3,1,19,-325.16,0,0,0,9.26,0
1.76,3,1,21,832.33,0,0,1,28.01,0
2.7,1,0,26,-1095.99,2,0,0,-31.42,1
3.84,1,1,20,-341.63,0,0,0,-14.96,0
0.28,3,1,18,585.84,0,0,1,-10.51,0
0.91,1,1,18,-185.06,0,0,0,-20.64,0
1.94,2,0,25,798.23,1,0,0,1.69,0
21.35,2,0,18,-755.9,0,0,1,2.4,0
2.41,2,1,17,-556.05,3,0,1,29.63,1
3.95,5,1,13,-265.82,0,1,0,13.56,0
1.31,4,1,18,208.7,2,0,0,-7.61,0
5.66,3,1,18,-111.01,0,0,1,7.42,0
1.98,1,1,26,-245.2,0,0,0,-27.4,0
1.39,1,0,23,710.2,0,0,0,2.13,0
4.36,2,1,19,756.72,0,0,0,1.33,0
0.1,1,1,30,-207.19,0,2,1,-13.53,1
0.1,5,0,24,-854.88,0,0,0,-3.02,0
1.48,1,1,14,-1078.74,0,1,0,-10.39,1
0.22,2,0,16,119.65,2,0,0,-13.99,0
0.69,2,1,21,327.98,0,0,0,10.12,0
2.48,3,1,22,31.5,5,0,0,15.51,0
9.73,1,0,18,-35.45,2,0,0,7.65,0
5.09,2,0,15,-402.27,0,0,0,-6.57,1
4.31,2,1,25,327.49,0,0,1,-9.94,0
2.08,4,0,18,839.09,0,3,0,-6.1,0
16.11,1,0,24,-1108.44,1,0,0,-3.3,0
3.04,4,1,15,-38.75,2,0,0,-13.08,1
0.55,4,1,13,-485.17,0,0,0,15.81,0
5.76,2,0,24,-745.23,0,0,0,-3.03,1
0.73,3,1,20,-564.99,0,0,0,11.47,0
2.54,1,0,10,189.84,2,0,0,-21.0,0
4.25,5,0,26,202.48,1,0,0,-10.33,0
12.44,2,0,26,730.14,2,0,1,12.89,0
4.08,2,1,15,4.39,1,0,0,13.1,0
7.27,2,1,21,-879.11,0,0,0,-18.04,0
29.62,1,0,24,-119.08,4,0,1,4.55,1
0.85,5,1,25,-693.19,2,0,1,4.94,0
1.93,1,1,24,-603.4,0,0,1,-10.62,0
3.01,3,1,23,290.28,0,0,0,5.35,0
3.29,2,1,14,97.09,0,0,1,-23.71,0
3.18,5,0,22,293.78,1,0,1,-13.9,0
14.29,1,1,14,-178.75,0,0,0,8.98,0
7.51,2,0,23,395.26,0,0,0,0.44,0
5.62,2,1,19,-206.7,0,0,0,1.22,0
2.22,3,0,22,558.34,0,0,0,-2.63,0
10.42,1,1,17,172.32,0,0,0,8.05,0
18.61,1,0,21,-103.5,0,0,0,8.78,0
10.33,1,0,18,106.05,2,1,0,11.87,0
0.1,3,1,20,-8.93,0,2,0,1.89,0
6.07,1,0,19,798.05,1,0,0,-5.83,0
0.31,3,1,27,122.72,1,0,0,-8.36,0
1.79,1,0,14,-0.81,0,0,0,-15.85,0
0.37,4,0,25,-119.25,0,0,0,-6.04,0
5.55,5,0,17,421.59,0,3,0,-9.1,0
6.96,2,0,8,353.96,0,0,0,24.02,0
0.73,2,1,20,-136.92,2,0,0,-15.7,0
2.91,1,1,20,-577.82,1,1,1,15.56,0
3.66,1,1,16,-450.98,0,0,0,-4.02,0
2.76,2,1,22,-92.08,2,0,1,-3.1,0
0.77,3,0,22,674.46,2,0,0,6.02,0
3.26,2,1,21,-125.09,3,0,0,-21.28,0
8.35,5,0,14,-297.06,0,0,0,-12.0,0
0.44,2,1,22,-880.36,1,0,0,-18.62,0
0.5,3,1,16,756.77,0,0,0,-5.7,0
2.63,2,0,23,284.51,1,0,1,-13.64,0
17.06,2,1,27,398.0,0,0,0,19.76,0
6.63,2,0,26,480.84,1,0,0,-8.75,0
6.81,2,1,21,-82.37,0,0,0,-35.68,0
2.7,2,0,20,42.3,2,0,0,-5.02,1
5.4,3,1,15,744.3,1,0,0,12.11,0
0.1,5,1,15,89.79,0,0,0,24.45,0
6.07,2,0,15,293.76,0,0,0,-3.44,0
14.67,1,0,25,435.28,1,0,0,-7.75,0
5.69,2,1,13,321.47,0,0,0,-0.22,0
12.41,2,1,25,-64.08,0,0,0,6.23,0
7.72,1,1,23,-16.94,1,0,1,-16.93,1
0.77,3,1,20,388.82,2,0,1,-3.67,1
13.96,5,0,21,388.0,0,0,0,-0.74,0
0.41,5,0,22,584.12,0,0,0,0.69,0
4.58,1,1,17,275.55,1,1,0,-2.17,0
0.92,4,1,23,298.3,2,0,0,-14.04,0
0.1,3,0,17,-223.12,0,1,0,5.08,0
3.29,2,1,22,-290.57,0,0,0,-0.67,0
2.1,2,0,22,390.32,0,1,1,-0.71,1
3.99,4,1,14,-287.09,3,0,0,-16.24,0
5.17,2,0,27,-10.35,0,2,0,9.6,0
0.27,2,1,8,689.51,0,0,0,-14.22,0
0.79,2,0,20,610.29,0,0,0,24.25,0
4.91,3,1,23,150.89,0,0,1,-17.69,0
2.52,1,1,14,-148.07,1,1,0,11.43,0
7.84,4,0,20,-61.69,0,0,0,-28.62,0
6.34,3,1,16,433.83,0,0,1,-33.87,0
11.21,3,1,18,-18.25,0,0,0,-8.32,1
7.08,1,1,17,-279.14,0,0,0,-33.9,0
3.37,3,1,15,607.89,1,1,0,10.95,0
6.71,1,0,15,90.8,0,0,0,-0.33,0
1.93,1,0,14,-288.63,2,0,0,21.02,0
2.19,2,1,15,239.47,0,0,0,-2.51,0
9.33,2,0,18,485.61,0,0,0,3.65,0
3.55,3,1,22,-503.84,0,1,0,-4.02,0
9.61,1,0,21,-100.23,3,0,0,-13.11,0
10.37,2,1,16,-123.34,0,0,0,-6.1,0
11.69,1,0,28,226.14,1,0,1,-18.06,0
14.91,5,1,18,316.0,0,0,1,5.81,0
3.38,3,1,19,-275.74,0,0,0,-4.62,0
2.3,3,1,19,-746.38,0,0,0,-1.5,0
5.24,2,1,23,515.9,3,0,0,42.36,1
2.78,1,0,17,-559.97,0,1,0,-6.05,0
5.51,5,1,15,135.59,1,0,1,4.71,0
7.34,2,0,19,-65.99,4,0,0,-0.81,0
7.0,2,1,20,81.22,0,0,0,17.36,0
2.82,3,0,16,825.62,0,0,0,3.58,0
1.1,1,0,12,1519.14,0,0,0,-4.07,1
3.38,4,0,8,-816.72,0,0,0,34.39,0
0.92,2,0,14,491.95,0,0,0,-12.9,0
13.25,2,0,14,-78.12,0,0,1,-2.91,0
2.55,1,1,9,523.93,1,0,0,13.75,1
1.01,1,0,25,478.63,1,0,0,-12.27,0
0.15,4,1,16,704.87,3,0,0,11.48,0
6.23,3,1,17,142.48,0,0,0,-7.19,0
6.08,1,1,20,-444.79,0,0,0,15.05,0
2.5,1,0,14,463.82,0,2,1,14.66,1
0.45,3,1,25,59.0,0,1,0,-1.35,0
3.16,3,1,22,-116.92,0,0,0,-15.01,0
2.24,2,1,18,-238.11,0,0,0,-5.87,0
6.78,2,0,20,503.17,2,0,0,-0.22,1
5.59,1,1,17,801.68,3,0,0,13.32,0
2.72,3,1,10,-597.68,0,3,0,4.81,0
1.47,5,1,20,310.98,1,0,1,8.07,0
26.56,1,0,13,-186.19,1,1,0,5.24,1
3.63,3,0,25,-733.64,0,2,0,12.69,1
6.99,2,0,20,73.85,0,0,0,-3.01,0
0.91,2,0,17,-416.57,5,0,0,2.47,0
3.99,2,1,15,-788.88,1,0,0,0.43,0
0.17,4,0,17,-390.87,5,0,0,-6.57,1
4.22,2,1,18,-513.89,0,0,0,15.18,0
19.95,2,1,16,-323.34,0,0,0,14.86,0
2.91,2,1,14,-662.94,0,0,0,18.09,0
0.24,1,0,27,-197.57,5,1,0,-11.46,1
0.19,1,0,17,-356.62,0,3,1,5.26,1
2.95,3,1,21,187.81,0,0,0,16.39,0
1.05,1,0,13,296.77,0,1,1,22.54,0
0.14,3,1,22,130.07,0,0,1,-22.63,0
8.47,2,1,13,-117.72,0,0,0,-0.04,0
3.68,2,1,19,-131.21,0,0,0,-2.84,0
2.05,2,0,17,-418.54,0,2,0,23.86,0
13.82,2,0,20,-406.5,0,0,0,-33.14,0
0.74,1,1,14,351.8,0,0,0,-15.71,0
18.73,2,0,19,-879.85,0,0,0,21.5,0
2.26,3,1,10,-40.36,0,0,0,-7.05,0
13.16,3,0,21,-161.76,0,0,0,-19.52,0
5.54,2,0,20,299.57,1,1,0,22.68,0
10.52,2,1,17,-712.51,0,0,0,-21.48,0
24.82,1,0,23,6.24,0,0,1,15.33,0
2.04,1,0,27,171.49,0,0,0,-23.4,1
19.49,1,1,12,-952.37,0,2,0,-21.64,0
2.96,4,0,17,-537.16,0,0,0,3.0,0
2.92,1,1,13,-45.89,0,0,0,-12.72,0
2.5,1,1,10,257.07,1,0,1,4.09,0
4.68,2,1,15,91.25,1,0,1,27.03,0
1.0,1,1,18,280.23,0,3,0,-2.33,1
4.84,3,0,15,-539.69,0,0,0,24.42,0
4.68,1,0,18,-794.38,1,0,0,4.86,0
8.61,1,0,22,42.25,0,0,1,14.34,0
10.76,3,1,21,-614.68,0,0,1,-35.3,0
3.48,2,1,23,-432.66,1,0,0,9.54,0
2.16,3,1,14,466.14,0,2,0,7.24,0
1.8,3,1,21,94.55,1,0,0,-5.4,0
1.3,2,0,13,-284.07,0,0,1,28.43,0
0.36,3,0,17,-349.02,0,0,0,-7.4,0
2.52,1,1,19,310.46,2,0,0,-24.13,0
1.89,2,0,15,105.99,0,0,0,11.73,0
20.36,2,0,23,-607.28,0,0,1,-21.36,0
4.89,2,1,15,-973.91,0,0,0,1.15,0
2.56,3,0,17,940.9,0,0,0,20.1,0
5.21,4,1,12,-611.24,0,0,0,7.48,0
0.9,5,1,17,263.85,0,0,0,-3.71,0
3.52,3,1,21,755.35,5,0,0,-5.27,0
5.9,2,1,21,73.8,2,0,0,18.98,0
4.03,1,1,20,-300.22,0,0,0,-18.3,0
3.08,2,1,15,-713.02,2,0,1,11.63,0
30.55,2,1,23,-720.01,0,0,1,32.9,0
12.74,2,0,27,188.35,0,0,0,8.15,0
5.86,4,0,13,725.49,0,3,1,-3.57,1
5.06,2,0,22,-197.73,1,0,0,-2.4,1
5.82,2,1,12,-277.86,0,0,0,-7.21,0
1.35,2,1,15,348.74,0,0,0,-9.77,0
3.02,4,1,16,-342.97,1,0,0,1.77,0
0.24,3,1,12,137.24,0,0,1,10.19,0
3.87,3,0,17,20.9,0,0,1,24.16,0
4.7,2,0,11,-204.73,0,1,0,-29.35,1
1.55,4,0,18,-7.77,0,0,0,-36.59,0
19.95,1,0,20,881.58,0,0,0,24.45,0
14.41,4,1,20,302.27,0,0,1,0.86,0
7.68,2,1,19,546.25,0,0,0,1.64,0
4.57,2,0,14,-459.35,0,0,0,7.52,0
12.24,2,1,15,547.97,0,0,0,-2.8,0
0.84,3,1,19,319.51,5,0,1,29.63,0
9.38,1,1,21,-749.8,0,0,0,7.38,0
0.8,4,1,11,269.9,1,0,1,-6.71,0
9.49,2,1,28,-256.64,1,0,0,-5.37,0
1.94,2,0,16,-772.9,0,0,0,-2.15,0
12.58,1,0,22,64.89,0,0,0,-11.66,0
17.3,2,1,16,269.52,0,0,0,25.34,0
0.97,2,1,17,75.8,1,0,0,1.86,1
3.73,2,0,18,-54.57,0,1,0,-17.56,0
23.78,3,1,22,-165.29,0,0,0,6.08,0
3.96,2,1,12,1233.29,0,0,0,21.59,0
11.95,5,1,27,-591.28,0,0,0,15.91,0
5.33,3,1,19,436.46,0,0,0,-11.4,0
2.82,4,0,19,7.71,2,3,0,-16.64,0
2.02,1,0,14,-427.23,0,0,0,21.41,0
1.36,2,1,21,-24.2,0,1,0,-24.36,1
8.61,2,1,12,-696.47,1,0,0,5.56,0
2.93,3,1,21,-297.75,1,1,0,-8.53,0
4.3,4,1,18,-23.47,0,0,0,19.7,0
4.07,1,0,17,-775.56,0,0,0,-15.82,0
5.17,1,0,14,253.19,0,0,0,-11.95,0
12.04,4,1,18,-481.88,0,0,0,9.26,0
23.7,1,0,20,-725.86,0,0,1,11.93,0
3.14,3,0,9,-540.21,0,0,0,20.39,0
10.54,2,0,14,1087.98,0,0,0,7.09,0
8.68,4,1,19,-989.03,2,0,0,5.24,0
5.11,1,1,15,218.06,0,0,0,15.74,0
18.75,1,0,23,-375.82,0,0,1,-20.56,0
1.34,3,1,14,-175.06,5,0,0,-13.19,0
0.69,5,0,26,301.97,1,0,0,-19.3,1
11.54,2,0,15,277.41,0,0,0,-40.29,0
3.47,2,0,21,-340.35,0,1,1,12.63,0
11.26,3,1,19,-678.91,4,0,0,21.45,0
13.41,5,0,16,311.07,0,0,0,8.34,0
0.39,4,1,17,276.19,1,1,0,5.7,0
12.9,5,0,19,-142.48,2,0,0,1.27,0
3.57,1,1,20,220.97,0,0,0,0.83,0
4.29,1,1,18,-222.91,1,0,0,25.43,0
5.91,3,0,10,-413.52,5,0,0,23.24,0
15.65,4,1,19,1.98,0,0,0,-8.78,0
0.12,2,1,14,259.52,0,0,0,16.63,0
3.89,1,0,13,154.63,2,1,0,18.44,0
6.98,3,1,11,254.58,0,0,1,9.76,0
7.7,1,0,19,-380.29,1,0,0,5.81,1
7.08,2,1,23,790.94,0,0,0,5.3,0
0.87,2,0,18,-171.19,0,0,1,-22.23,1
2.13,3,0,21,-59.46,0,0,1,-23.56,1
2.67,3,1,23,-659.33,0,0,0,11.75,0
9.79,2,1,20,-96.93,0,0,0,-16.51,0
1.96,3,0,23,266.12,0,0,1,-20.84,0
1.42,3,1,18,381.26,0,0,0,-31.13,0
18.94,2,1,11,780.97,0,0,0,-7.14,0
0.1,3,0,23,260.12,2,0,0,5.62,0
36.77,2,1,26,138.46,1,0,0,6.82,0
6.78,1,1,24,-223.15,0,0,0,12.76,0
10.58,1,0,21,-330.87,0,0,0,-5.87,0
2.09,1,1,12,485.12,0,0,0,1.61,0
0.1,2,1,22,475.54,0,0,1,12.69,0
8.03,4,1,18,-538.51,0,0,0,6.96,0
10.78,3,0,13,361.55,1,0,0,-8.77,0
8.09,3,0,15,325.19,0,0,0,4.49,0
0.92,2,0,19,-556.9,1,2,1,-29.76,1
8.4,2,1,25,270.23,1,2,0,0.0,0
8.79,2,1,18,-524.77,0,1,0,-9.28,0
6.45,1,1,16,-1214.65,0,0,0,22.78,0
8.72,1,1,18,-80.05,0,0,0,-14.66,0
11.22,3,0,15,128.91,0,1,1,1.75,0
5.71,5,1,18,-57.54,0,0,0,-6.43,0
0.56,1,1,21,1433.55,0,0,0,-8.37,0
4.01,1,1,18,189.43,0,0,0,5.66,0
0.48,3,0,25,73.57,0,0,0,-6.27,1
3.14,2,0,24,214.8,0,0,1,27.78,0
3.14,4,0,12,-220.66,0,0,0,-29.62,0
0.41,3,0,20,464.74,0,1,0,9.47,0
2.57,5,1,12,180.5,0,0,0,-1.27,0
0.71,2,1,20,157.59,0,0,0,-0.75,0
9.91,3,1,21,-312.06,1,0,0,4.53,0
17.7,2,0,22,-782.17,1,0,0,14.97,0
0.45,3,0,15,-250.69,0,0,1,3.98,1
18.62,2,1,21,141.32,0,0,0,15.02,0
4.44,1,0,19,-222.35,2,0,0,0.7,1
2.14,2,0,16,145.86,0,0,1,-15.51,0
0.48,2,0,17,-116.18,0,0,0,-1.34,0
4.17,4,0,11,215.29,1,0,0,17.29,0
9.49,3,0,19,-488.41,0,1,0,-6.16,0
7.37,3,1,21,96.45,0,0,1,-16.24,0
0.31,1,0,20,-320.48,5,0,1,9.29,0
0.45,3,0,21,-769.14,0,0,0,5.05,0
3.09,2,1,15,-82.58,3,0,0,-11.56,0
2.1,4,0,15,768.16,0,0,0,-3.5,0
1.59,4,0,23,-729.29,0,0,0,-2.73,0
1.98,1,1,23,59.7,0,2,0,0.1,0
9.76,4,0,24,398.79,1,0,0,9.7,0
15.89,1,1,20,1150.02,0,1,1,-6.08,0
3.12,2,0,13,-246.47,0,0,0,10.47,1
